timestamp,cpu,memory
2025-03-05 15:00:00,100,200
2025-03-05 15:15:00,60,199
2025-03-05 15:30:00,59,190
2025-03-05 15:45:00,100,200
2025-03-05 16:00:00,77,195
2025-03-05 16:15:00,100,200
2025-03-05 16:30:00,100,189
2025-03-05 16:45:00,75,200
2025-03-05 17:00:00,85,200
2025-03-05 17:15:00,79,188
2025-03-05 17:30:00,100,191
2025-03-05 17:45:00,100,188
2025-03-05 18:00:00,61,200
2025-03-05 18:15:00,100,199
2025-03-05 18:30:00,100,187
2025-03-05 18:45:00,95,192
2025-03-05 19:00:00,75,180
2025-03-05 19:15:00,62,192
2025-03-05 19:30:00,100,183
2025-03-05 19:45:00,90,175
2025-03-05 20:00:00,89,168
2025-03-05 20:15:00,86,179
2025-03-05 20:30:00,50,165
2025-03-05 20:45:00,65,166
2025-03-05 21:00:00,100,171
2025-03-05 21:15:00,77,163
2025-03-05 21:30:00,50,155
2025-03-05 21:45:00,72,159
2025-03-05 22:00:00,54,159
2025-03-05 22:15:00,61,154
2025-03-05 22:30:00,50,147
2025-03-05 22:45:00,99,132
2025-03-05 23:00:00,50,135
2025-03-05 23:15:00,57,124
2025-03-05 23:30:00,56,136
2025-03-05 23:45:00,50,129
2025-03-06 00:00:00,50,120
2025-03-06 00:15:00,84,126
2025-03-06 00:30:00,50,116
2025-03-06 00:45:00,82,122
2025-03-06 01:00:00,94,105
2025-03-06 01:15:00,62,121
2025-03-06 01:30:00,60,115
2025-03-06 01:45:00,75,116
2025-03-06 02:00:00,50,109
2025-03-06 02:15:00,86,108
2025-03-06 02:30:00,61,100
2025-03-06 02:45:00,50,104
2025-03-06 03:00:00,50,104
2025-03-06 03:15:00,68,105
2025-03-06 03:30:00,64,104
2025-03-06 03:45:00,50,100
2025-03-06 04:00:00,67,100
2025-03-06 04:15:00,50,100
2025-03-06 04:30:00,73,103
2025-03-06 04:45:00,50,106
2025-03-06 05:00:00,59,100
2025-03-06 05:15:00,50,107
2025-03-06 05:30:00,65,107
2025-03-06 05:45:00,92,100
2025-03-06 06:00:00,50,101
2025-03-06 06:15:00,50,100
2025-03-06 06:30:00,83,116
2025-03-06 06:45:00,50,114
2025-03-06 07:00:00,65,115
2025-03-06 07:15:00,64,113
2025-03-06 07:30:00,99,110
2025-03-06 07:45:00,50,129
2025-03-06 08:00:00,50,124
2025-03-06 08:15:00,98,134
2025-03-06 08:30:00,91,139
2025-03-06 08:45:00,74,133
2025-03-06 09:00:00,50,138
2025-03-06 09:15:00,100,137
2025-03-06 09:30:00,50,136
2025-03-06 09:45:00,60,155
2025-03-06 10:00:00,50,142
2025-03-06 10:15:00,99,154
2025-03-06 10:30:00,90,156
2025-03-06 10:45:00,60,167
2025-03-06 11:00:00,82,159
2025-03-06 11:15:00,84,174
2025-03-06 11:30:00,72,177
2025-03-06 11:45:00,61,163
2025-03-06 12:00:00,100,169
2025-03-06 12:15:00,100,181
2025-03-06 12:30:00,100,186
2025-03-06 12:45:00,56,174
2025-03-06 13:00:00,79,192
2025-03-06 13:15:00,64,192
2025-03-06 13:30:00,61,192
2025-03-06 13:45:00,100,187
2025-03-06 14:00:00,100,183
2025-03-06 14:15:00,100,197
2025-03-06 14:30:00,100,200
2025-03-06 14:45:00,88,200
2025-03-06 15:00:00,87,200
2025-03-06 15:15:00,84,194
2025-03-06 15:30:00,97,193
2025-03-06 15:45:00,72,191
2025-03-06 16:00:00,100,191
2025-03-06 16:15:00,100,200
2025-03-06 16:30:00,82,194
2025-03-06 16:45:00,100,192
2025-03-06 17:00:00,100,198
2025-03-06 17:15:00,100,189
2025-03-06 17:30:00,100,198
2025-03-06 17:45:00,59,199
2025-03-06 18:00:00,100,184
2025-03-06 18:15:00,100,186
2025-03-06 18:30:00,100,180
2025-03-06 18:45:00,100,188
2025-03-06 19:00:00,62,183
2025-03-06 19:15:00,83,190
2025-03-06 19:30:00,100,177
2025-03-06 19:45:00,70,186
2025-03-06 20:00:00,75,174
2025-03-06 20:15:00,59,167
2025-03-06 20:30:00,100,162
2025-03-06 20:45:00,100,165
2025-03-06 21:00:00,73,166
2025-03-06 21:15:00,86,164
2025-03-06 21:30:00,93,151
2025-03-06 21:45:00,85,154
2025-03-06 22:00:00,100,144
2025-03-06 22:15:00,50,156
2025-03-06 22:30:00,94,147
2025-03-06 22:45:00,50,143
2025-03-06 23:00:00,100,131
2025-03-06 23:15:00,67,132
2025-03-06 23:30:00,50,135
2025-03-06 23:45:00,50,128
2025-03-07 00:00:00,74,118
2025-03-07 00:15:00,76,121
2025-03-07 00:30:00,66,126
2025-03-07 00:45:00,96,121
2025-03-07 01:00:00,86,105
2025-03-07 01:15:00,65,112
2025-03-07 01:30:00,61,110
2025-03-07 01:45:00,57,114
2025-03-07 02:00:00,83,115
2025-03-07 02:15:00,86,113
2025-03-07 02:30:00,66,102
2025-03-07 02:45:00,87,106
2025-03-07 03:00:00,51,100
2025-03-07 03:15:00,62,103
2025-03-07 03:30:00,50,100
2025-03-07 03:45:00,50,102
2025-03-07 04:00:00,50,100
2025-03-07 04:15:00,82,100
2025-03-07 04:30:00,50,103
2025-03-07 04:45:00,50,107
2025-03-07 05:00:00,50,107
2025-03-07 05:15:00,50,100
2025-03-07 05:30:00,50,107
2025-03-07 05:45:00,68,100
2025-03-07 06:00:00,50,105
2025-03-07 06:15:00,61,113
2025-03-07 06:30:00,69,116
2025-03-07 06:45:00,50,119
2025-03-07 07:00:00,50,106
2025-03-07 07:15:00,62,123
2025-03-07 07:30:00,86,112
2025-03-07 07:45:00,51,118
2025-03-07 08:00:00,74,115
2025-03-07 08:15:00,50,132
2025-03-07 08:30:00,50,123
2025-03-07 08:45:00,98,137
2025-03-07 09:00:00,50,133
2025-03-07 09:15:00,56,132
2025-03-07 09:30:00,50,140
2025-03-07 09:45:00,60,145
2025-03-07 10:00:00,68,148
2025-03-07 10:15:00,78,158
2025-03-07 10:30:00,65,151
2025-03-07 10:45:00,75,158
2025-03-07 11:00:00,76,163
2025-03-07 11:15:00,50,169
2025-03-07 11:30:00,100,167
2025-03-07 11:45:00,63,166
2025-03-07 12:00:00,100,168
2025-03-07 12:15:00,100,184
2025-03-07 12:30:00,67,175
2025-03-07 12:45:00,94,190
2025-03-07 13:00:00,81,182
2025-03-07 13:15:00,87,196
2025-03-07 13:30:00,98,193
2025-03-07 13:45:00,100,198
2025-03-07 14:00:00,100,199
2025-03-07 14:15:00,72,200
2025-03-07 14:30:00,93,197
2025-03-07 14:45:00,76,200
2025-03-07 15:00:00,82,196
2025-03-07 15:15:00,62,197
2025-03-07 15:30:00,65,193
2025-03-07 15:45:00,100,194
2025-03-07 16:00:00,100,193
2025-03-07 16:15:00,64,200
2025-03-07 16:30:00,100,200
2025-03-07 16:45:00,89,192
2025-03-07 17:00:00,100,199
2025-03-07 17:15:00,100,194
2025-03-07 17:30:00,100,200
2025-03-07 17:45:00,86,189
2025-03-07 18:00:00,100,200
2025-03-07 18:15:00,100,184
2025-03-07 18:30:00,96,196
2025-03-07 18:45:00,56,181
2025-03-07 19:00:00,100,187
2025-03-07 19:15:00,94,176
2025-03-07 19:30:00,66,175
2025-03-07 19:45:00,61,169
2025-03-07 20:00:00,57,176
2025-03-07 20:15:00,62,179
2025-03-07 20:30:00,73,159
2025-03-07 20:45:00,100,170
2025-03-07 21:00:00,50,163
2025-03-07 21:15:00,50,164
2025-03-07 21:30:00,69,158
2025-03-07 21:45:00,79,160
2025-03-07 22:00:00,50,143
2025-03-07 22:15:00,53,136
2025-03-07 22:30:00,58,146
2025-03-07 22:45:00,99,132
2025-03-07 23:00:00,100,138
2025-03-07 23:15:00,50,131
2025-03-07 23:30:00,51,139
2025-03-07 23:45:00,78,125
2025-03-08 00:00:00,50,127
2025-03-08 00:15:00,50,124
2025-03-08 00:30:00,88,115
2025-03-08 00:45:00,77,118
2025-03-08 01:00:00,57,108
2025-03-08 01:15:00,59,103
2025-03-08 01:30:00,50,119
2025-03-08 01:45:00,50,112
2025-03-08 02:00:00,79,108
2025-03-08 02:15:00,50,102
2025-03-08 02:30:00,50,100
2025-03-08 02:45:00,55,100
2025-03-08 03:00:00,79,102
2025-03-08 03:15:00,50,102
2025-03-08 03:30:00,82,100
2025-03-08 03:45:00,88,100
2025-03-08 04:00:00,50,100
2025-03-08 04:15:00,73,100
2025-03-08 04:30:00,62,100
2025-03-08 04:45:00,82,100
2025-03-08 05:00:00,57,100
2025-03-08 05:15:00,57,100
2025-03-08 05:30:00,83,102
2025-03-08 05:45:00,87,114
2025-03-08 06:00:00,50,101
2025-03-08 06:15:00,50,106
2025-03-08 06:30:00,50,110
2025-03-08 06:45:00,50,107
2025-03-08 07:00:00,97,112
2025-03-08 07:15:00,50,123
2025-03-08 07:30:00,65,116
2025-03-08 07:45:00,63,119
2025-03-08 08:00:00,74,123
2025-03-08 08:15:00,65,125
2025-03-08 08:30:00,88,133
2025-03-08 08:45:00,50,128
2025-03-08 09:00:00,50,132
2025-03-08 09:15:00,91,147
2025-03-08 09:30:00,100,134
2025-03-08 09:45:00,72,152
2025-03-08 10:00:00,74,149
2025-03-08 10:15:00,55,150
2025-03-08 10:30:00,85,159
2025-03-08 10:45:00,100,152
2025-03-08 11:00:00,52,156
2025-03-08 11:15:00,100,165
2025-03-08 11:30:00,71,167
2025-03-08 11:45:00,50,170
2025-03-08 12:00:00,70,165
2025-03-08 12:15:00,88,167
2025-03-08 12:30:00,100,175
2025-03-08 12:45:00,69,174
2025-03-08 13:00:00,85,177
2025-03-08 13:15:00,100,190
2025-03-08 13:30:00,100,184
2025-03-08 13:45:00,91,198
2025-03-08 14:00:00,100,194
2025-03-08 14:15:00,100,185
2025-03-08 14:30:00,73,186
2025-03-08 14:45:00,100,200
2025-03-08 15:00:00,100,192
2025-03-08 15:15:00,60,198
2025-03-08 15:30:00,100,195
2025-03-08 15:45:00,83,200
2025-03-08 16:00:00,100,199
2025-03-08 16:15:00,100,200
2025-03-08 16:30:00,100,197
2025-03-08 16:45:00,100,200
2025-03-08 17:00:00,100,200
2025-03-08 17:15:00,64,200
2025-03-08 17:30:00,91,195
2025-03-08 17:45:00,100,198
2025-03-08 18:00:00,100,184
2025-03-08 18:15:00,89,187
2025-03-08 18:30:00,100,198
2025-03-08 18:45:00,100,184
2025-03-08 19:00:00,98,186
2025-03-08 19:15:00,83,186
2025-03-08 19:30:00,54,182
2025-03-08 19:45:00,100,168
2025-03-08 20:00:00,80,178
2025-03-08 20:15:00,70,173
2025-03-08 20:30:00,50,177
2025-03-08 20:45:00,51,167
2025-03-08 21:00:00,50,158
2025-03-08 21:15:00,50,154
2025-03-08 21:30:00,50,151
2025-03-08 21:45:00,63,146
2025-03-08 22:00:00,90,145
2025-03-08 22:15:00,52,146
2025-03-08 22:30:00,80,146
2025-03-08 22:45:00,50,141
2025-03-08 23:00:00,53,133
2025-03-08 23:15:00,50,127
2025-03-08 23:30:00,71,137
2025-03-08 23:45:00,50,124
2025-03-09 00:00:00,100,115
2025-03-09 00:15:00,50,118
2025-03-09 00:30:00,50,125
2025-03-09 00:45:00,50,116
2025-03-09 01:00:00,96,112
2025-03-09 01:15:00,95,110
2025-03-09 01:30:00,64,107
2025-03-09 01:45:00,50,103
2025-03-09 02:00:00,84,111
2025-03-09 02:15:00,75,105
2025-03-09 02:30:00,65,103
2025-03-09 02:45:00,90,105
2025-03-09 03:00:00,80,100
2025-03-09 03:15:00,50,101
2025-03-09 03:30:00,50,108
2025-03-09 03:45:00,50,109
2025-03-09 04:00:00,50,100
2025-03-09 04:15:00,50,100
2025-03-09 04:30:00,50,100
2025-03-09 04:45:00,50,103
2025-03-09 05:00:00,66,105
2025-03-09 05:15:00,50,100
2025-03-09 05:30:00,71,103
2025-03-09 05:45:00,50,107
2025-03-09 06:00:00,50,103
2025-03-09 06:15:00,50,112
2025-03-09 06:30:00,55,110
2025-03-09 06:45:00,63,116
2025-03-09 07:00:00,74,107
2025-03-09 07:15:00,50,120
2025-03-09 07:30:00,55,119
2025-03-09 07:45:00,50,125
2025-03-09 08:00:00,81,133
2025-03-09 08:15:00,50,132
2025-03-09 08:30:00,76,123
2025-03-09 08:45:00,92,140
2025-03-09 09:00:00,78,130
2025-03-09 09:15:00,96,136
2025-03-09 09:30:00,53,144
2025-03-09 09:45:00,84,153
2025-03-09 10:00:00,50,148
2025-03-09 10:15:00,100,147
2025-03-09 10:30:00,50,148
2025-03-09 10:45:00,74,168
2025-03-09 11:00:00,99,157
2025-03-09 11:15:00,62,167
2025-03-09 11:30:00,75,170
2025-03-09 11:45:00,50,163
2025-03-09 12:00:00,100,169
2025-03-09 12:15:00,100,172
2025-03-09 12:30:00,58,182
2025-03-09 12:45:00,59,192
2025-03-09 13:00:00,90,181
2025-03-09 13:15:00,67,196
2025-03-09 13:30:00,57,181
2025-03-09 13:45:00,81,190
2025-03-09 14:00:00,58,187
2025-03-09 14:15:00,89,200
2025-03-09 14:30:00,100,200
2025-03-09 14:45:00,100,195
2025-03-09 15:00:00,100,197
2025-03-09 15:15:00,100,200
2025-03-09 15:30:00,100,200
2025-03-09 15:45:00,75,191
2025-03-09 16:00:00,80,197
2025-03-09 16:15:00,100,196
2025-03-09 16:30:00,100,190
2025-03-09 16:45:00,61,200
2025-03-09 17:00:00,100,199
2025-03-09 17:15:00,100,197
2025-03-09 17:30:00,100,192
2025-03-09 17:45:00,100,200
2025-03-09 18:00:00,95,193
2025-03-09 18:15:00,94,198
2025-03-09 18:30:00,100,183
2025-03-09 18:45:00,86,182
2025-03-09 19:00:00,66,180
2025-03-09 19:15:00,100,188
2025-03-09 19:30:00,61,181
2025-03-09 19:45:00,100,169
2025-03-09 20:00:00,100,183
2025-03-09 20:15:00,100,168
2025-03-09 20:30:00,60,172
2025-03-09 20:45:00,59,163
2025-03-09 21:00:00,88,163
2025-03-09 21:15:00,66,161
2025-03-09 21:30:00,95,152
2025-03-09 21:45:00,79,148
2025-03-09 22:00:00,50,152
2025-03-09 22:15:00,62,153
2025-03-09 22:30:00,94,152
2025-03-09 22:45:00,88,149
2025-03-09 23:00:00,81,134
2025-03-09 23:15:00,86,132
2025-03-09 23:30:00,88,127
2025-03-09 23:45:00,50,123
2025-03-10 00:00:00,50,133
2025-03-10 00:15:00,50,122
2025-03-10 00:30:00,92,115
2025-03-10 00:45:00,50,125
2025-03-10 01:00:00,88,117
2025-03-10 01:15:00,75,109
2025-03-10 01:30:00,57,116
2025-03-10 01:45:00,50,112
2025-03-10 02:00:00,78,107
2025-03-10 02:15:00,92,100
2025-03-10 02:30:00,50,108
2025-03-10 02:45:00,53,108
2025-03-10 03:00:00,67,100
2025-03-10 03:15:00,50,108
2025-03-10 03:30:00,82,100
2025-03-10 03:45:00,50,104
2025-03-10 04:00:00,86,100
2025-03-10 04:15:00,50,100
2025-03-10 04:30:00,51,100
2025-03-10 04:45:00,50,100
2025-03-10 05:00:00,50,108
2025-03-10 05:15:00,67,100
2025-03-10 05:30:00,50,100
2025-03-10 05:45:00,50,109
2025-03-10 06:00:00,91,107
2025-03-10 06:15:00,50,109
2025-03-10 06:30:00,50,107
2025-03-10 06:45:00,80,106
2025-03-10 07:00:00,50,113
2025-03-10 07:15:00,86,109
2025-03-10 07:30:00,76,115
2025-03-10 07:45:00,97,125
2025-03-10 08:00:00,55,115
2025-03-10 08:15:00,84,129
2025-03-10 08:30:00,97,123
2025-03-10 08:45:00,58,135
2025-03-10 09:00:00,50,128
2025-03-10 09:15:00,50,134
2025-03-10 09:30:00,50,150
2025-03-10 09:45:00,50,146
2025-03-10 10:00:00,100,155
2025-03-10 10:15:00,58,162
2025-03-10 10:30:00,91,146
2025-03-10 10:45:00,50,151
2025-03-10 11:00:00,100,159
2025-03-10 11:15:00,85,170
2025-03-10 11:30:00,50,162
2025-03-10 11:45:00,84,166
2025-03-10 12:00:00,50,183
2025-03-10 12:15:00,100,173
2025-03-10 12:30:00,100,188
2025-03-10 12:45:00,77,173
2025-03-10 13:00:00,88,178
2025-03-10 13:15:00,74,187
2025-03-10 13:30:00,67,191
2025-03-10 13:45:00,100,189
2025-03-10 14:00:00,100,190
2025-03-10 14:15:00,95,192
2025-03-10 14:30:00,100,192
2025-03-10 14:45:00,100,189
2025-03-10 15:00:00,73,200
2025-03-10 15:15:00,100,193
2025-03-10 15:30:00,100,197
2025-03-10 15:45:00,100,198
2025-03-10 16:00:00,100,200
2025-03-10 16:15:00,100,195
2025-03-10 16:30:00,100,200
2025-03-10 16:45:00,70,192
2025-03-10 17:00:00,87,200
2025-03-10 17:15:00,100,200
2025-03-10 17:30:00,100,187
2025-03-10 17:45:00,72,185
2025-03-10 18:00:00,68,200
2025-03-10 18:15:00,98,181
2025-03-10 18:30:00,72,182
2025-03-10 18:45:00,94,179
2025-03-10 19:00:00,100,181
2025-03-10 19:15:00,100,184
2025-03-10 19:30:00,100,187
2025-03-10 19:45:00,100,169
2025-03-10 20:00:00,60,173
2025-03-10 20:15:00,96,166
2025-03-10 20:30:00,91,170
2025-03-10 20:45:00,75,174
2025-03-10 21:00:00,74,168
2025-03-10 21:15:00,100,167
2025-03-10 21:30:00,100,152
2025-03-10 21:45:00,60,150
2025-03-10 22:00:00,50,159
2025-03-10 22:15:00,86,142
2025-03-10 22:30:00,82,137
2025-03-10 22:45:00,96,141
2025-03-10 23:00:00,74,127
2025-03-10 23:15:00,50,142
2025-03-10 23:30:00,66,127
2025-03-10 23:45:00,62,119
2025-03-11 00:00:00,77,132
2025-03-11 00:15:00,76,121
2025-03-11 00:30:00,78,124
2025-03-11 00:45:00,50,116
2025-03-11 01:00:00,92,109
2025-03-11 01:15:00,81,118
2025-03-11 01:30:00,52,100
2025-03-11 01:45:00,56,100
2025-03-11 02:00:00,80,108
2025-03-11 02:15:00,50,100
2025-03-11 02:30:00,70,100
2025-03-11 02:45:00,50,100
2025-03-11 03:00:00,54,110
2025-03-11 03:15:00,69,100
2025-03-11 03:30:00,67,109
2025-03-11 03:45:00,65,100
2025-03-11 04:00:00,73,100
2025-03-11 04:15:00,50,100
2025-03-11 04:30:00,50,100
2025-03-11 04:45:00,74,102
2025-03-11 05:00:00,50,100
2025-03-11 05:15:00,50,107
2025-03-11 05:30:00,70,111
2025-03-11 05:45:00,50,112
2025-03-11 06:00:00,92,111
2025-03-11 06:15:00,71,117
2025-03-11 06:30:00,50,108
2025-03-11 06:45:00,75,121
2025-03-11 07:00:00,73,116
2025-03-11 07:15:00,96,112
2025-03-11 07:30:00,63,121
2025-03-11 07:45:00,50,116
2025-03-11 08:00:00,50,131
2025-03-11 08:15:00,50,122
2025-03-11 08:30:00,50,129
2025-03-11 08:45:00,52,136
2025-03-11 09:00:00,50,137
2025-03-11 09:15:00,50,131
2025-03-11 09:30:00,50,136
2025-03-11 09:45:00,100,155
2025-03-11 10:00:00,50,159
2025-03-11 10:15:00,70,155
2025-03-11 10:30:00,87,152
2025-03-11 10:45:00,92,152
2025-03-11 11:00:00,100,163
2025-03-11 11:15:00,92,168
2025-03-11 11:30:00,50,169
2025-03-11 11:45:00,100,174
2025-03-11 12:00:00,52,167
2025-03-11 12:15:00,50,181
2025-03-11 12:30:00,81,179
2025-03-11 12:45:00,69,190
2025-03-11 13:00:00,73,180
2025-03-11 13:15:00,100,193
2025-03-11 13:30:00,56,198
2025-03-11 13:45:00,100,197
2025-03-11 14:00:00,100,184
2025-03-11 14:15:00,66,199
2025-03-11 14:30:00,100,200
2025-03-11 14:45:00,100,200
2025-03-11 15:00:00,100,200
2025-03-11 15:15:00,96,191
2025-03-11 15:30:00,100,194
2025-03-11 15:45:00,90,193
2025-03-11 16:00:00,100,200
2025-03-11 16:15:00,100,200
2025-03-11 16:30:00,88,200
2025-03-11 16:45:00,100,200
2025-03-11 17:00:00,59,192
2025-03-11 17:15:00,73,188
2025-03-11 17:30:00,92,191
2025-03-11 17:45:00,65,193
2025-03-11 18:00:00,100,198
2025-03-11 18:15:00,70,193
2025-03-11 18:30:00,65,191
2025-03-11 18:45:00,70,187
2025-03-11 19:00:00,100,186
2025-03-11 19:15:00,53,178
2025-03-11 19:30:00,87,176
2025-03-11 19:45:00,80,181
2025-03-11 20:00:00,91,166
2025-03-11 20:15:00,68,162
2025-03-11 20:30:00,82,160
2025-03-11 20:45:00,97,164
2025-03-11 21:00:00,100,169
2025-03-11 21:15:00,100,163
2025-03-11 21:30:00,83,162
2025-03-11 21:45:00,78,152
2025-03-11 22:00:00,50,159
2025-03-11 22:15:00,50,142
2025-03-11 22:30:00,100,141
2025-03-11 22:45:00,85,150
2025-03-11 23:00:00,50,142
2025-03-11 23:15:00,50,124
2025-03-11 23:30:00,61,139
2025-03-11 23:45:00,50,123
2025-03-12 00:00:00,50,133
2025-03-12 00:15:00,50,113
2025-03-12 00:30:00,89,111
2025-03-12 00:45:00,70,113
2025-03-12 01:00:00,50,123
2025-03-12 01:15:00,79,115
2025-03-12 01:30:00,64,116
2025-03-12 01:45:00,50,103
2025-03-12 02:00:00,50,110
2025-03-12 02:15:00,50,112
2025-03-12 02:30:00,64,100
2025-03-12 02:45:00,71,100
2025-03-12 03:00:00,51,100
2025-03-12 03:15:00,50,100
2025-03-12 03:30:00,50,105
2025-03-12 03:45:00,62,100
2025-03-12 04:00:00,50,100
2025-03-12 04:15:00,50,100
2025-03-12 04:30:00,79,103
2025-03-12 04:45:00,50,100
2025-03-12 05:00:00,63,100
2025-03-12 05:15:00,50,100
2025-03-12 05:30:00,50,100
2025-03-12 05:45:00,58,104
2025-03-12 06:00:00,50,100
2025-03-12 06:15:00,50,116
2025-03-12 06:30:00,62,101
2025-03-12 06:45:00,50,115
2025-03-12 07:00:00,67,113
2025-03-12 07:15:00,50,118
2025-03-12 07:30:00,50,123
2025-03-12 07:45:00,74,113
2025-03-12 08:00:00,62,126
2025-03-12 08:15:00,54,121
2025-03-12 08:30:00,70,125
2025-03-12 08:45:00,61,140
2025-03-12 09:00:00,50,145
2025-03-12 09:15:00,71,137
2025-03-12 09:30:00,99,144
2025-03-12 09:45:00,50,136
2025-03-12 10:00:00,50,141
2025-03-12 10:15:00,100,162
2025-03-12 10:30:00,68,148
2025-03-12 10:45:00,100,152
2025-03-12 11:00:00,100,172
2025-03-12 11:15:00,100,173
2025-03-12 11:30:00,95,159
2025-03-12 11:45:00,69,177
2025-03-12 12:00:00,71,176
2025-03-12 12:15:00,65,172
2025-03-12 12:30:00,100,177
2025-03-12 12:45:00,100,180
2025-03-12 13:00:00,100,186
2025-03-12 13:15:00,97,180
2025-03-12 13:30:00,100,198
2025-03-12 13:45:00,100,189
2025-03-12 14:00:00,85,196
2025-03-12 14:15:00,70,192
2025-03-12 14:30:00,59,189
2025-03-12 14:45:00,89,193
2025-03-12 15:00:00,74,196
2025-03-12 15:15:00,64,195
2025-03-12 15:30:00,85,200
2025-03-12 15:45:00,67,200
2025-03-12 16:00:00,100,193
2025-03-12 16:15:00,100,200
2025-03-12 16:30:00,91,197
2025-03-12 16:45:00,72,190
2025-03-12 17:00:00,100,200
2025-03-12 17:15:00,69,197
2025-03-12 17:30:00,87,188
2025-03-12 17:45:00,72,189
2025-03-12 18:00:00,60,186
2025-03-12 18:15:00,72,197
2025-03-12 18:30:00,100,195
2025-03-12 18:45:00,100,189
2025-03-12 19:00:00,100,189
2025-03-12 19:15:00,100,179
2025-03-12 19:30:00,94,182
2025-03-12 19:45:00,100,185
2025-03-12 20:00:00,100,171
2025-03-12 20:15:00,64,166
2025-03-12 20:30:00,71,167
2025-03-12 20:45:00,93,161
2025-03-12 21:00:00,50,164
2025-03-12 21:15:00,81,159
2025-03-12 21:30:00,95,158
2025-03-12 21:45:00,100,158
2025-03-12 22:00:00,79,152
2025-03-12 22:15:00,100,149
2025-03-12 22:30:00,78,147
2025-03-12 22:45:00,62,141
2025-03-12 23:00:00,50,129
2025-03-12 23:15:00,52,142
2025-03-12 23:30:00,50,121
2025-03-12 23:45:00,50,129
2025-03-13 00:00:00,86,128
2025-03-13 00:15:00,50,131
2025-03-13 00:30:00,50,116
2025-03-13 00:45:00,71,125
2025-03-13 01:00:00,53,111
2025-03-13 01:15:00,50,117
2025-03-13 01:30:00,92,113
2025-03-13 01:45:00,50,102
2025-03-13 02:00:00,62,114
2025-03-13 02:15:00,50,100
2025-03-13 02:30:00,50,100
2025-03-13 02:45:00,50,103
2025-03-13 03:00:00,56,100
2025-03-13 03:15:00,57,105
2025-03-13 03:30:00,86,100
2025-03-13 03:45:00,73,100
2025-03-13 04:00:00,50,101
2025-03-13 04:15:00,50,106
2025-03-13 04:30:00,50,100
2025-03-13 04:45:00,56,104
2025-03-13 05:00:00,50,105
2025-03-13 05:15:00,50,106
2025-03-13 05:30:00,63,105
2025-03-13 05:45:00,54,103
2025-03-13 06:00:00,50,103
2025-03-13 06:15:00,50,100
2025-03-13 06:30:00,74,117
2025-03-13 06:45:00,87,111
2025-03-13 07:00:00,80,113
2025-03-13 07:15:00,50,116
2025-03-13 07:30:00,50,128
2025-03-13 07:45:00,80,113
2025-03-13 08:00:00,91,118
2025-03-13 08:15:00,51,134
2025-03-13 08:30:00,64,134
2025-03-13 08:45:00,50,136
2025-03-13 09:00:00,50,129
2025-03-13 09:15:00,96,148
2025-03-13 09:30:00,96,136
2025-03-13 09:45:00,64,153
2025-03-13 10:00:00,63,156
2025-03-13 10:15:00,100,153
2025-03-13 10:30:00,83,158
2025-03-13 10:45:00,100,166
2025-03-13 11:00:00,100,158
2025-03-13 11:15:00,89,162
2025-03-13 11:30:00,83,174
2025-03-13 11:45:00,74,162
2025-03-13 12:00:00,61,182
2025-03-13 12:15:00,84,172
2025-03-13 12:30:00,100,174
2025-03-13 12:45:00,93,173
2025-03-13 13:00:00,100,192
2025-03-13 13:15:00,87,185
